Año_x,Trimestre_x,Provincia_x,ADSL,Cablemodem,Fibra óptica,Wireless,Otros,Total,Item,Año_y,Trimestre_y,Provincia_y,Accesos por cada 100 hogares
2020,1,La Pampa,8.553,53.755,13.821,11.295,1.802,89.226,2020La Pampa,2020.0,2.0,La Pampa,"76,1"
2020,1,La Pampa,8.553,53.755,13.821,11.295,1.802,89.226,2020La Pampa,2020.0,1.0,La Pampa,"75,77"
2020,1,La Rioja,13.076,34.984,- 0,251,29.0,48.340,2020La Rioja,2020.0,4.0,La Rioja,"50,11"
2020,1,La Rioja,13.076,34.984,- 0,251,29.0,48.340,2020La Rioja,2020.0,3.0,La Rioja,"50,12"
2020,1,La Rioja,13.076,34.984,- 0,251,29.0,48.340,2020La Rioja,2020.0,2.0,La Rioja,"49,84"
2020,1,La Rioja,13.076,34.984,- 0,251,29.0,48.340,2020La Rioja,2020.0,1.0,La Rioja,"46,35"
2020,1,Mendoza,91.955,50.251,28.059,12.465,722.0,183.452,2020Mendoza,2020.0,4.0,Mendoza,"38,63"
2020,1,Mendoza,91.955,50.251,28.059,12.465,722.0,183.452,2020Mendoza,2020.0,3.0,Mendoza,"37,35"
2020,1,Mendoza,91.955,50.251,28.059,12.465,722.0,183.452,2020Mendoza,2020.0,2.0,Mendoza,"36,25"
2020,1,Mendoza,91.955,50.251,28.059,12.465,722.0,183.452,2020Mendoza,2020.0,1.0,Mendoza,"33,14"
2020,1,Misiones,51.458,69.452,1.220,460,10.962,133.552,2020Misiones,2020.0,4.0,Misiones,"42,64"
2020,1,Misiones,51.458,69.452,1.220,460,10.962,133.552,2020Misiones,2020.0,3.0,Misiones,"41,6"
2020,1,Misiones,51.458,69.452,1.220,460,10.962,133.552,2020Misiones,2020.0,2.0,Misiones,"40,89"
2020,1,Misiones,51.458,69.452,1.220,460,10.962,133.552,2020Misiones,2020.0,1.0,Misiones,"39,02"
2020,1,Neuquén,29.305,65.951,11.031,14.711,729.0,121.727,2020Neuquén,2020.0,4.0,Neuquén,67
2020,1,Neuquén,29.305,65.951,11.031,14.711,729.0,121.727,2020Neuquén,2020.0,3.0,Neuquén,"65,24"
2020,1,Neuquén,29.305,65.951,11.031,14.711,729.0,121.727,2020Neuquén,2020.0,2.0,Neuquén,"63,9"
2020,1,Neuquén,29.305,65.951,11.031,14.711,729.0,121.727,2020Neuquén,2020.0,1.0,Neuquén,"61,85"
2020,1,Río Negro,47.756,38.479,10.381,11.222,18.362,126.200,2020Río Negro,2020.0,4.0,Río Negro,"61,09"
2020,1,Río Negro,47.756,38.479,10.381,11.222,18.362,126.200,2020Río Negro,2020.0,3.0,Río Negro,"57,05"
2020,1,Río Negro,47.756,38.479,10.381,11.222,18.362,126.200,2020Río Negro,2020.0,2.0,Río Negro,"56,37"
2020,1,Río Negro,47.756,38.479,10.381,11.222,18.362,126.200,2020Río Negro,2020.0,1.0,Río Negro,"55,12"
2020,1,Salta,60.426,75.593,23.025,4.125,7.212,170.381,2020Salta,2020.0,4.0,Salta,"54,04"
2020,1,Salta,60.426,75.593,23.025,4.125,7.212,170.381,2020Salta,2020.0,3.0,Salta,"52,32"
2020,1,Salta,60.426,75.593,23.025,4.125,7.212,170.381,2020Salta,2020.0,2.0,Salta,"51,58"
2020,1,Salta,60.426,75.593,23.025,4.125,7.212,170.381,2020Salta,2020.0,1.0,Salta,"49,6"
2020,1,San Juan,40.092,6.448,5.508,7.082,5.101,64.231,2020San Juan,2020.0,4.0,San Juan,"36,32"
2020,1,San Juan,40.092,6.448,5.508,7.082,5.101,64.231,2020San Juan,2020.0,3.0,San Juan,"38,79"
2020,1,San Juan,40.092,6.448,5.508,7.082,5.101,64.231,2020San Juan,2020.0,2.0,San Juan,"35,09"
2020,1,San Juan,40.092,6.448,5.508,7.082,5.101,64.231,2020San Juan,2020.0,1.0,San Juan,"32,39"
2020,1,San Luis,8.301,7.612,5,58.301,36.333,110.552,2020San Luis,2020.0,4.0,San Luis,"81,68"
2020,1,San Luis,8.301,7.612,5,58.301,36.333,110.552,2020San Luis,2020.0,3.0,San Luis,"79,96"
2020,1,San Luis,8.301,7.612,5,58.301,36.333,110.552,2020San Luis,2020.0,2.0,San Luis,"78,41"
2020,1,San Luis,8.301,7.612,5,58.301,36.333,110.552,2020San Luis,2020.0,1.0,San Luis,"76,31"
2020,1,Santa Cruz,12.845,15.766,1.026,6.817,2.368,38.822,2020Santa Cruz,2020.0,4.0,Santa Cruz,37
2020,1,Santa Cruz,12.845,15.766,1.026,6.817,2.368,38.822,2020Santa Cruz,2020.0,3.0,Santa Cruz,"35,95"
2020,1,Santa Cruz,12.845,15.766,1.026,6.817,2.368,38.822,2020Santa Cruz,2020.0,2.0,Santa Cruz,"35,79"
2020,1,Santa Cruz,12.845,15.766,1.026,6.817,2.368,38.822,2020Santa Cruz,2020.0,1.0,Santa Cruz,"35,97"
2020,1,Santa Fe,302.366,383.673,35.123,30.488,19.468,771.118,2020Santa Fe,2020.0,4.0,Santa Fe,"73,58"
2020,1,Santa Fe,302.366,383.673,35.123,30.488,19.468,771.118,2020Santa Fe,2020.0,3.0,Santa Fe,"72,12"
2020,1,Santa Fe,302.366,383.673,35.123,30.488,19.468,771.118,2020Santa Fe,2020.0,2.0,Santa Fe,70
2020,1,Santa Fe,302.366,383.673,35.123,30.488,19.468,771.118,2020Santa Fe,2020.0,1.0,Santa Fe,"69,52"
2020,1,Santiago Del Estero,24.695,70.424,200,2.779,4.657,102.755,2020Santiago Del Estero,2020.0,4.0,Santiago Del Estero,"43,75"
2020,1,Santiago Del Estero,24.695,70.424,200,2.779,4.657,102.755,2020Santiago Del Estero,2020.0,3.0,Santiago Del Estero,"43,38"
2020,1,Santiago Del Estero,24.695,70.424,200,2.779,4.657,102.755,2020Santiago Del Estero,2020.0,2.0,Santiago Del Estero,"43,47"
2020,1,Santiago Del Estero,24.695,70.424,200,2.779,4.657,102.755,2020Santiago Del Estero,2020.0,1.0,Santiago Del Estero,"42,47"
2020,1,Tierra Del Fuego,12.854,25.632,- 0,- 0,308.0,38.794,2020Tierra Del Fuego,2020.0,4.0,Tierra Del Fuego,"76,27"
2020,1,Tierra Del Fuego,12.854,25.632,- 0,- 0,308.0,38.794,2020Tierra Del Fuego,2020.0,3.0,Tierra Del Fuego,"76,81"
2020,1,Tierra Del Fuego,12.854,25.632,- 0,- 0,308.0,38.794,2020Tierra Del Fuego,2020.0,2.0,Tierra Del Fuego,"76,37"
2020,1,Tierra Del Fuego,12.854,25.632,- 0,- 0,308.0,38.794,2020Tierra Del Fuego,2020.0,1.0,Tierra Del Fuego,"76,07"
2020,1,Tucumán,143.184,10.494,44.687,1.355,347.0,200.067,2020Tucumán,2020.0,4.0,Tucumán,"54,78"
2020,1,Tucumán,143.184,10.494,44.687,1.355,347.0,200.067,2020Tucumán,2020.0,3.0,Tucumán,"53,23"
2020,1,Tucumán,143.184,10.494,44.687,1.355,347.0,200.067,2020Tucumán,2020.0,2.0,Tucumán,"51,78"
2020,1,Tucumán,143.184,10.494,44.687,1.355,347.0,200.067,2020Tucumán,2020.0,1.0,Tucumán,"47,85"
2019,4,Buenos Aires,720.011,2.191.672,669.194,87.111,18.266,3.686.254,2019Buenos Aires,2019.0,4.0,Buenos Aires,"64,25"
2019,4,Buenos Aires,720.011,2.191.672,669.194,87.111,18.266,3.686.254,2019Buenos Aires,2019.0,3.0,Buenos Aires,"69,36"
2019,4,Buenos Aires,720.011,2.191.672,669.194,87.111,18.266,3.686.254,2019Buenos Aires,2019.0,2.0,Buenos Aires,"67,85"
2019,4,Buenos Aires,720.011,2.191.672,669.194,87.111,18.266,3.686.254,2019Buenos Aires,2019.0,1.0,Buenos Aires,"66,24"
2019,4,Capital Federal,196.938,1.093.143,35.534,3.914,28.576,1.358.105,2019Capital Federal,2019.0,4.0,Capital Federal,"106,25"
2019,4,Capital Federal,196.938,1.093.143,35.534,3.914,28.576,1.358.105,2019Capital Federal,2019.0,3.0,Capital Federal,"112,65"
2019,4,Capital Federal,196.938,1.093.143,35.534,3.914,28.576,1.358.105,2019Capital Federal,2019.0,2.0,Capital Federal,"110,55"
2019,4,Capital Federal,196.938,1.093.143,35.534,3.914,28.576,1.358.105,2019Capital Federal,2019.0,1.0,Capital Federal,"109,2"
2019,4,Catamarca,22.999,3.318,9.506,261,2.227,38.311,2019Catamarca,2019.0,4.0,Catamarca,"36,44"
2019,4,Catamarca,22.999,3.318,9.506,261,2.227,38.311,2019Catamarca,2019.0,3.0,Catamarca,"30,88"
2019,4,Catamarca,22.999,3.318,9.506,261,2.227,38.311,2019Catamarca,2019.0,2.0,Catamarca,"32,13"
2019,4,Catamarca,22.999,3.318,9.506,261,2.227,38.311,2019Catamarca,2019.0,1.0,Catamarca,"32,19"
2019,4,Chaco,48.661,53.602,8.831,5.229,1.58,117.903,2019Chaco,2019.0,4.0,Chaco,"36,84"
2019,4,Chaco,48.661,53.602,8.831,5.229,1.58,117.903,2019Chaco,2019.0,3.0,Chaco,"35,85"
2019,4,Chaco,48.661,53.602,8.831,5.229,1.58,117.903,2019Chaco,2019.0,2.0,Chaco,"34,14"
2019,4,Chaco,48.661,53.602,8.831,5.229,1.58,117.903,2019Chaco,2019.0,1.0,Chaco,"32,64"
2019,4,Chubut,47.045,26.977,1.324,15.267,5.489,96.102,2019Chubut,2019.0,4.0,Chubut,"51,15"
2019,4,Chubut,47.045,26.977,1.324,15.267,5.489,96.102,2019Chubut,2019.0,3.0,Chubut,"47,57"
2019,4,Chubut,47.045,26.977,1.324,15.267,5.489,96.102,2019Chubut,2019.0,2.0,Chubut,"46,99"
2019,4,Chubut,47.045,26.977,1.324,15.267,5.489,96.102,2019Chubut,2019.0,1.0,Chubut,43
2019,4,Córdoba,296.872,410.038,53.335,37.750,8.693,806.688,2019Córdoba,2019.0,4.0,Córdoba,"70,48"
2019,4,Córdoba,296.872,410.038,53.335,37.750,8.693,806.688,2019Córdoba,2019.0,3.0,Córdoba,"68,59"
2019,4,Córdoba,296.872,410.038,53.335,37.750,8.693,806.688,2019Córdoba,2019.0,2.0,Córdoba,"68,07"
2019,4,Córdoba,296.872,410.038,53.335,37.750,8.693,806.688,2019Córdoba,2019.0,1.0,Córdoba,"65,52"
2019,4,Corrientes,52.525,51.845,2.002,2.458,5.004,113.834,2019Corrientes,2019.0,4.0,Corrientes,"38,77"
2019,4,Corrientes,52.525,51.845,2.002,2.458,5.004,113.834,2019Corrientes,2019.0,3.0,Corrientes,"38,49"
2019,4,Corrientes,52.525,51.845,2.002,2.458,5.004,113.834,2019Corrientes,2019.0,2.0,Corrientes,"38,16"
2019,4,Corrientes,52.525,51.845,2.002,2.458,5.004,113.834,2019Corrientes,2019.0,1.0,Corrientes,"35,13"
2019,4,Entre Ríos,92.981,99.206,12.875,18.561,15.407,239.030,2019Entre Ríos,2019.0,4.0,Entre Ríos,"57,99"
2019,4,Entre Ríos,92.981,99.206,12.875,18.561,15.407,239.030,2019Entre Ríos,2019.0,3.0,Entre Ríos,"57,9"
2019,4,Entre Ríos,92.981,99.206,12.875,18.561,15.407,239.030,2019Entre Ríos,2019.0,2.0,Entre Ríos,"57,48"
2019,4,Entre Ríos,92.981,99.206,12.875,18.561,15.407,239.030,2019Entre Ríos,2019.0,1.0,Entre Ríos,"56,79"
2019,4,Formosa,21.567,8.684,1.760,14.531,169.0,46.711,2019Formosa,2019.0,4.0,Formosa,"30,47"
2019,4,Formosa,21.567,8.684,1.760,14.531,169.0,46.711,2019Formosa,2019.0,3.0,Formosa,"30,11"
2019,4,Formosa,21.567,8.684,1.760,14.531,169.0,46.711,2019Formosa,2019.0,2.0,Formosa,"30,42"
2019,4,Formosa,21.567,8.684,1.760,14.531,169.0,46.711,2019Formosa,2019.0,1.0,Formosa,"29,68"
2019,4,Jujuy,32.949,37.604,873,814,16.641,88.881,2019Jujuy,2019.0,4.0,Jujuy,"45,38"
2019,4,Jujuy,32.949,37.604,873,814,16.641,88.881,2019Jujuy,2019.0,3.0,Jujuy,"44,32"
2019,4,Jujuy,32.949,37.604,873,814,16.641,88.881,2019Jujuy,2019.0,2.0,Jujuy,"44,51"
2019,4,Jujuy,32.949,37.604,873,814,16.641,88.881,2019Jujuy,2019.0,1.0,Jujuy,"46,41"
2019,4,La Pampa,15.457,56.854,4.942,11.341,1.805,90.399,2019La Pampa,2019.0,4.0,La Pampa,"76,92"
2019,4,La Pampa,15.457,56.854,4.942,11.341,1.805,90.399,2019La Pampa,2019.0,3.0,La Pampa,"77,45"
2019,4,La Pampa,15.457,56.854,4.942,11.341,1.805,90.399,2019La Pampa,2019.0,2.0,La Pampa,"77,08"
2019,4,La Pampa,15.457,56.854,4.942,11.341,1.805,90.399,2019La Pampa,2019.0,1.0,La Pampa,"76,35"
2019,4,La Rioja,13.738,34.984,- 0,251,29.0,49.002,2019La Rioja,2019.0,4.0,La Rioja,"47,14"
2019,4,La Rioja,13.738,34.984,- 0,251,29.0,49.002,2019La Rioja,2019.0,3.0,La Rioja,"47,94"
2019,4,La Rioja,13.738,34.984,- 0,251,29.0,49.002,2019La Rioja,2019.0,2.0,La Rioja,"48,7"
2019,4,La Rioja,13.738,34.984,- 0,251,29.0,49.002,2019La Rioja,2019.0,1.0,La Rioja,"50,18"
2019,4,Mendoza,96.678,49.711,24.989,13.672,730.0,185.780,2019Mendoza,2019.0,4.0,Mendoza,"33,65"
2019,4,Mendoza,96.678,49.711,24.989,13.672,730.0,185.780,2019Mendoza,2019.0,3.0,Mendoza,"40,74"
2019,4,Mendoza,96.678,49.711,24.989,13.672,730.0,185.780,2019Mendoza,2019.0,2.0,Mendoza,"40,75"
2019,4,Mendoza,96.678,49.711,24.989,13.672,730.0,185.780,2019Mendoza,2019.0,1.0,Mendoza,"37,66"
2019,4,Misiones,53.116,69.676,847,441,11.733,135.813,2019Misiones,2019.0,4.0,Misiones,"39,79"
2019,4,Misiones,53.116,69.676,847,441,11.733,135.813,2019Misiones,2019.0,3.0,Misiones,"39,33"
2019,4,Misiones,53.116,69.676,847,441,11.733,135.813,2019Misiones,2019.0,2.0,Misiones,"39,15"
2019,4,Misiones,53.116,69.676,847,441,11.733,135.813,2019Misiones,2019.0,1.0,Misiones,"36,26"
2019,4,Neuquén,29.826,60.970,10.549,14.246,854.0,116.445,2019Neuquén,2019.0,4.0,Neuquén,"59,36"
2019,4,Neuquén,29.826,60.970,10.549,14.246,854.0,116.445,2019Neuquén,2019.0,3.0,Neuquén,"64,14"
2019,4,Neuquén,29.826,60.970,10.549,14.246,854.0,116.445,2019Neuquén,2019.0,2.0,Neuquén,"63,08"
2019,4,Neuquén,29.826,60.970,10.549,14.246,854.0,116.445,2019Neuquén,2019.0,1.0,Neuquén,"58,88"
2019,4,Río Negro,49.747,37.933,9.658,11.437,18.365,127.140,2019Río Negro,2019.0,4.0,Río Negro,"55,71"
2019,4,Río Negro,49.747,37.933,9.658,11.437,18.365,127.140,2019Río Negro,2019.0,3.0,Río Negro,"63,42"
2019,4,Río Negro,49.747,37.933,9.658,11.437,18.365,127.140,2019Río Negro,2019.0,2.0,Río Negro,"61,09"
2019,4,Río Negro,49.747,37.933,9.658,11.437,18.365,127.140,2019Río Negro,2019.0,1.0,Río Negro,"53,57"
2019,4,Salta,63.272,76.062,21.865,3.040,8.206,172.445,2019Salta,2019.0,4.0,Salta,"50,35"
2019,4,Salta,63.272,76.062,21.865,3.040,8.206,172.445,2019Salta,2019.0,3.0,Salta,"44,48"
2019,4,Salta,63.272,76.062,21.865,3.040,8.206,172.445,2019Salta,2019.0,2.0,Salta,"41,89"
2019,4,Salta,63.272,76.062,21.865,3.040,8.206,172.445,2019Salta,2019.0,1.0,Salta,"40,1"
2019,4,San Juan,41.360,6.338,4.931,7.241,5.104,64.974,2019San Juan,2019.0,4.0,San Juan,"32,85"
2019,4,San Juan,41.360,6.338,4.931,7.241,5.104,64.974,2019San Juan,2019.0,3.0,San Juan,"37,06"
2019,4,San Juan,41.360,6.338,4.931,7.241,5.104,64.974,2019San Juan,2019.0,2.0,San Juan,"35,6"
2019,4,San Juan,41.360,6.338,4.931,7.241,5.104,64.974,2019San Juan,2019.0,1.0,San Juan,"31,83"
2019,4,San Luis,8.569,8.027,6,55.266,36.333,108.201,2019San Luis,2019.0,4.0,San Luis,"74,92"
2019,4,San Luis,8.569,8.027,6,55.266,36.333,108.201,2019San Luis,2019.0,3.0,San Luis,"85,23"
2019,4,San Luis,8.569,8.027,6,55.266,36.333,108.201,2019San Luis,2019.0,2.0,San Luis,"81,79"
2019,4,San Luis,8.569,8.027,6,55.266,36.333,108.201,2019San Luis,2019.0,1.0,San Luis,"67,34"
2019,4,Santa Cruz,13.264,15.899,1.036,6.800,2.371,39.370,2019Santa Cruz,2019.0,4.0,Santa Cruz,"36,71"
2019,4,Santa Cruz,13.264,15.899,1.036,6.800,2.371,39.370,2019Santa Cruz,2019.0,3.0,Santa Cruz,"35,63"
2019,4,Santa Cruz,13.264,15.899,1.036,6.800,2.371,39.370,2019Santa Cruz,2019.0,2.0,Santa Cruz,"28,85"
2019,4,Santa Cruz,13.264,15.899,1.036,6.800,2.371,39.370,2019Santa Cruz,2019.0,1.0,Santa Cruz,"23,67"
2019,4,Santa Fe,312.072,382.254,27.464,26.978,20.401,769.169,2019Santa Fe,2019.0,4.0,Santa Fe,"69,48"
2019,4,Santa Fe,312.072,382.254,27.464,26.978,20.401,769.169,2019Santa Fe,2019.0,3.0,Santa Fe,"68,87"
2019,4,Santa Fe,312.072,382.254,27.464,26.978,20.401,769.169,2019Santa Fe,2019.0,2.0,Santa Fe,"67,42"
2019,4,Santa Fe,312.072,382.254,27.464,26.978,20.401,769.169,2019Santa Fe,2019.0,1.0,Santa Fe,"66,97"
2019,4,Santiago Del Estero,24.682,71.239,200,2.810,4.657,103.588,2019Santiago Del Estero,2019.0,4.0,Santiago Del Estero,"42,92"
2019,4,Santiago Del Estero,24.682,71.239,200,2.810,4.657,103.588,2019Santiago Del Estero,2019.0,3.0,Santiago Del Estero,"55,3"
2019,4,Santiago Del Estero,24.682,71.239,200,2.810,4.657,103.588,2019Santiago Del Estero,2019.0,2.0,Santiago Del Estero,"52,79"
2019,4,Santiago Del Estero,24.682,71.239,200,2.810,4.657,103.588,2019Santiago Del Estero,2019.0,1.0,Santiago Del Estero,"37,52"
2019,4,Tierra Del Fuego,13.261,26.821,- 0,- 0,310.0,40.392,2019Tierra Del Fuego,2019.0,4.0,Tierra Del Fuego,"79,7"
2019,4,Tierra Del Fuego,13.261,26.821,- 0,- 0,310.0,40.392,2019Tierra Del Fuego,2019.0,3.0,Tierra Del Fuego,"96,46"
2019,4,Tierra Del Fuego,13.261,26.821,- 0,- 0,310.0,40.392,2019Tierra Del Fuego,2019.0,2.0,Tierra Del Fuego,"94,8"
2019,4,Tierra Del Fuego,13.261,26.821,- 0,- 0,310.0,40.392,2019Tierra Del Fuego,2019.0,1.0,Tierra Del Fuego,"93,38"
2019,4,Tucumán,146.985,11.012,39.574,725,348.0,198.644,2019Tucumán,2019.0,4.0,Tucumán,"47,65"
2019,4,Tucumán,146.985,11.012,39.574,725,348.0,198.644,2019Tucumán,2019.0,3.0,Tucumán,"39,49"
2019,4,Tucumán,146.985,11.012,39.574,725,348.0,198.644,2019Tucumán,2019.0,2.0,Tucumán,"40,14"
2019,4,Tucumán,146.985,11.012,39.574,725,348.0,198.644,2019Tucumán,2019.0,1.0,Tucumán,"41,63"
2019 *,3 *,Buenos Aires,1.277.249,2.144.956,425.386,85.572,27.07,3.960.233,2019 *Buenos Aires,,,,
2019 *,3 *,Capital Federal,300.288,1.080.973,24.900,3.895,31.155,1.441.211,2019 *Capital Federal,,,,
2019 *,3 *,Catamarca,24.349,5.543,13,244,2.251,32.400,2019 *Catamarca,,,,
2019 *,3 *,Chaco,50.416,49.156,8.063,5.224,1.592,114.451,2019 *Chaco,,,,
2019 *,3 *,Chubut,37.298,27.090,1.917,15.149,7.551,89.005,2019 *Chubut,,,,
2019 *,3 *,Córdoba,307.780,399.231,30.064,37.277,8.701,783.053,2019 *Córdoba,,,,
2019 *,3 *,Corrientes,53.344,50.230,1.888,2.458,4.839,112.759,2019 *Corrientes,,,,
2019 *,3 *,Entre Ríos,94.947,96.305,12.888,18.530,15.432,238.102,2019 *Entre Ríos,,,,
2019 *,3 *,Formosa,21.777,8.359,1.476,14.292,162.0,46.066,2019 *Formosa,,,,
2019 *,3 *,Jujuy,33.110,35.742,274,812,16.638,86.576,2019 *Jujuy,,,,
2019 *,3 *,La Pampa,19.469,52.941,4.994,11.462,1.962,90.828,2019 *La Pampa,,,,
2019 *,3 *,La Rioja,14.390,34.984,11,251,41.0,49.677,2019 *La Rioja,,,,
2019 *,3 *,Mendoza,148.640,54.312,6.865,12.975,1.545,224.337,2019 *Mendoza,,,,
2019 *,3 *,Misiones,54.493,65.872,829,419,12.27,133.883,2019 *Misiones,,,,
2019 *,3 *,Neuquén,43.347,60.484,5.560,13.512,2.518,125.421,2019 *Neuquén,,,,
2019 *,3 *,Río Negro,67.478,37.425,9.739,10.806,18.847,144.295,2019 *Río Negro,,,,
2019 *,3 *,Salta,65.799,74.329,733,1.580,9.394,151.835,2019 *Salta,,,,
2019 *,3 *,San Juan,51.670,7.425,1.227,7.241,5.535,73.098,2019 *San Juan,,,,
2019 *,3 *,San Luis,13.037,10.561,350,62.286,36.466,122.700,2019 *San Luis,,,,
2019 *,3 *,Santa Cruz,10.663,17.056,969,6.544,2.738,37.970,2019 *Santa Cruz,,,,
2019 *,3 *,Santa Fe,319.396,377.171,18.690,24.269,21.408,760.934,2019 *Santa Fe,,,,
2019 *,3 *,Santiago Del Estero,24.556,71.198,219,2.759,34.4,133.132,2019 *Santiago Del Estero,,,,
2019 *,3 *,Tierra Del Fuego,19.790,26.659,651,- 0,1.487,48.587,2019 *Tierra Del Fuego,,,,
2019 *,3 *,Tucumán,150.918,12.089,116,684,324.0,164.131,2019 *Tucumán,,,,
2019 *,2 *,Buenos Aires,1.284.658,2.079.900,382.971,75.240,32.929,3.855.698,2019 *Buenos Aires,,,,
2019 *,2 *,Capital Federal,309.937,1.061.358,36.082,3.962,4.281,1.415.620,2019 *Capital Federal,,,,
2019 *,2 *,Catamarca,25.682,5.543,13,146,2.251,33.635,2019 *Catamarca,,,,
2019 *,2 *,Chaco,50.765,47.448,4.203,4.727,1.591,108.734,2019 *Chaco,,,,
2019 *,2 *,Chubut,37.313,26.338,1.917,14.443,7.545,87.556,2019 *Chubut,,,,
2019 *,2 *,Córdoba,314.768,388.254,23.023,33.847,15.236,775.128,2019 *Córdoba,,,,
2019 *,2 *,Corrientes,53.835,47.431,1.701,2.444,6.138,111.549,2019 *Corrientes,,,,
2019 *,2 *,Entre Ríos,97.081,91.081,12.764,17.369,17.529,235.824,2019 *Entre Ríos,,,,
2019 *,2 *,Formosa,21.916,8.686,1.382,14.292,162.0,46.438,2019 *Formosa,,,,
2019 *,2 *,Jujuy,33.022,30.742,274,812,21.857,86.707,2019 *Jujuy,,,,
2019 *,2 *,La Pampa,19.471,52.101,4.840,10.789,3.004,90.205,2019 *La Pampa,,,,
2019 *,2 *,La Rioja,15.014,34.984,11,251,41.0,50.301,2019 *La Rioja,,,,
2019 *,2 *,Mendoza,148.673,54.027,6.865,12.748,1.544,223.857,2019 *Mendoza,,,,
2019 *,2 *,Misiones,55.373,64.272,543,421,12.269,132.878,2019 *Misiones,,,,
2019 *,2 *,Neuquén,43.420,59.021,4.983,12.792,2.737,122.953,2019 *Neuquén,,,,
2019 *,2 *,Río Negro,67.841,36.527,4.037,10.485,19.657,138.547,2019 *Río Negro,,,,
2019 *,2 *,Salta,68.827,62.343,725,1.210,9.463,142.568,2019 *Salta,,,,
2019 *,2 *,San Juan,51.680,7.425,1.174,2.870,6.876,70.025,2019 *San Juan,,,,
2019 *,2 *,San Luis,11.130,10.298,347,57.242,38.368,117.385,2019 *San Luis,,,,
2019 *,2 *,Santa Cruz,10.665,10.257,379,6.514,2.735,30.550,2019 *Santa Cruz,,,,
2019 *,2 *,Santa Fe,325.420,355.140,18.236,21.980,22.708,743.484,2019 *Santa Fe,,,,
2019 *,2 *,Santiago Del Estero,24.393,64.783,219,2.759,34.6,126.754,2019 *Santiago Del Estero,,,,
2019 *,2 *,Tierra Del Fuego,19.790,25.527,651,- 0,1.486,47.454,2019 *Tierra Del Fuego,,,,
2019 *,2 *,Tucumán,153.121,12.089,116,684,321.0,166.331,2019 *Tucumán,,,,
2019 *,1 *,Buenos Aires,1.304.507,2.020.730,336.362,64.867,20.201,3.746.667,2019 *Buenos Aires,,,,
2019 *,1 *,Capital Federal,328.246,1.030.814,32.281,3.978,4.281,1.399.600,2019 *Capital Federal,,,,
2019 *,1 *,Catamarca,26.912,4.443,16,- 0,2.251,33.622,2019 *Catamarca,,,,
2019 *,1 *,Chaco,53.409,43.555,1.951,3.628,1.134,103.677,2019 *Chaco,,,,
2019 *,1 *,Chubut,37.302,23.065,1.923,14.443,3.045,79.778,2019 *Chubut,,,,
2019 *,1 *,Córdoba,323.272,363.959,19.902,24.615,12.367,744.115,2019 *Córdoba,,,,
2019 *,1 *,Corrientes,55.842,43.444,1.615,1.528,58.0,102.487,2019 *Corrientes,,,,
2019 *,1 *,Entre Ríos,100.999,90.253,12.723,16.231,12.241,232.447,2019 *Entre Ríos,,,,
2019 *,1 *,Formosa,22.570,7.878,940,13.761,62.0,45.211,2019 *Formosa,,,,
2019 *,1 *,Jujuy,33.248,12.484,153,640,43.622,90.147,2019 *Jujuy,,,,
2019 *,1 *,La Pampa,18.832,57.373,2.891,9.023,1.041,89.160,2019 *La Pampa,,,,
2019 *,1 *,La Rioja,16.367,34.984,12,252,41.0,51.656,2019 *La Rioja,,,,
2019 *,1 *,Mendoza,148.524,40.205,5.662,10.363,1.544,206.298,2019 *Mendoza,,,,
2019 *,1 *,Misiones,54.898,59.214,465,426,7.717,122.720,2019 *Misiones,,,,
2019 *,1 *,Neuquén,40.747,55.634,3.114,12.510,2.372,114.377,2019 *Neuquén,,,,
2019 *,1 *,Río Negro,68.377,34.124,3.994,9.736,4.857,121.088,2019 *Río Negro,,,,
2019 *,1 *,Salta,74.426,57.933,647,1.135,1.879,136.020,2019 *Salta,,,,
2019 *,1 *,San Juan,51.660,5.838,808,2.932,1.207,62.445,2019 *San Juan,,,,
2019 *,1 *,San Luis,11.108,7.784,378,53.097,23.968,96.335,2019 *San Luis,,,,
2019 *,1 *,Santa Cruz,10.659,4.615,382,6.514,2.735,24.905,2019 *Santa Cruz,,,,
2019 *,1 *,Santa Fe,340.038,340.344,15.621,23.215,17.86,737.078,2019 *Santa Fe,,,,
2019 *,1 *,Santiago Del Estero,25.337,61.547,23,2.847,99.0,89.853,2019 *Santiago Del Estero,,,,
2019 *,1 *,Tierra Del Fuego,19.789,23.549,1.623,- 0,1.486,46.447,2019 *Tierra Del Fuego,,,,
2019 *,1 *,Tucumán,159.215,11.670,118,678,321.0,172.002,2019 *Tucumán,,,,
2018,4,Buenos Aires,1.305.576,1.949.637,296.102,65.477,19.814,3.636.606,2018Buenos Aires,2018.0,4.0,Buenos Aires,"64,6"
2018,4,Buenos Aires,1.305.576,1.949.637,296.102,65.477,19.814,3.636.606,2018Buenos Aires,2018.0,3.0,Buenos Aires,"64,44"
2018,4,Buenos Aires,1.305.576,1.949.637,296.102,65.477,19.814,3.636.606,2018Buenos Aires,2018.0,2.0,Buenos Aires,"62,78"
2018,4,Buenos Aires,1.305.576,1.949.637,296.102,65.477,19.814,3.636.606,2018Buenos Aires,2018.0,1.0,Buenos Aires,"62,63"
2018,4,Capital Federal,328.253,1.019.490,33.042,3.978,4.257,1.389.020,2018Capital Federal,2018.0,4.0,Capital Federal,"108,27"
